你以为你在跟谁说话？	nǐ yǐwéi nǐ zài gēn shéi shuōhuà	Who do you think you’re talking to?	1.571
他住在学校的宿舍里。	tā zhù zài xuéxiào de sùshè lǐ	He hangs out in the school dormitory.	1.571
他昨天没打扫房间。	tā zuótiān méi dǎsǎo fángjiān	He didn’t clean the room yesterday.	1.6
他昨天打扫房间吗？	tā zuótiān dǎsǎo fángjiān ma	Did he clean the room yesterday?	1.6
你赚了多少钱？	nǐ zhuàn le duōshao qián	How much money did you make?	1.6
一切都会好的。	yīqiè dūhuì hǎo de	Everything will be OK.	1.6
我的狗不在旁边我就很寂寞。	wǒ de gǒu bùzài pángbiān wǒ jiù hěn jìmò	I feel very lonely without my dog.	1.6
这方便得多了。	zhè fāngbiàn dé duō le	It’s much more convenient.	1.6
是什么使他生病？	shì shénme shǐ tā shēngbìng	What caused his illness?	1.6
黑板在教室的前面。	hēibǎn zài jiàoshì de qiánmiàn	The blackboard is in the front of the classroom.	1.6
他最喜欢吃的菜是烤鸭。	tā zuì xǐhuan chī de cài shì kǎoyā	His favorite dish is roast duck.	1.625
他感冒了。	tā gǎnmào le	He caught a cold.	1.667
请帮我喂我的猫好吗？	qǐng bāng wǒ wèi wǒ de māo hǎo ma	Will you feed my cat for me?	1.667
你到底是怎么知道的？	nǐ dàodǐ shì zěnme zhīdào de	How on earth did you know it?	1.667
你只要问他，他就会告诉你。	nǐ zhǐyào wèn tā tā jiù huì gàosu nǐ	You have only to ask and he’ll tell you.	1.667
我们都关心她的健康。	wǒmen dōu guānxīn tā de jiànkāng	We are all concerned about her health.	1.667
他的破产和他的妻子很有关系。	tā de pòchǎn hé tā de qīzi hěn yǒuguān xì	His wife had much to do with his bankruptcy.	1.7
我爱她就像爱自己的女儿一样。	wǒ ài tā jiù xiàng ài zìjǐ de nǚ’ér yīyàng	I have loved her like a father should.	1.7
我觉得这是我的义务。	wǒ juéde zhè shì wǒ de yìwù	I feel it is my duty.	1.714
你没拿我的眼镜吧？	nǐ méi ná wǒ de yǎnjìng ba	Don’t you have my glasses?	1.714
他喜欢拿他的同学开玩笑。	tā xǐhuan ná tā de tóngxué kāiwánxiào	He likes playing jokes on his classmates.	1.714
排球是我很喜欢的运动。	páiqiú shì wǒ hěn xǐhuan de yùndòng	Volleyball is a sport of which I am very fond.	1.714
他昨天参加了我们的讨论。	tā zuótiān cānjiā le wǒmen de tǎolùn	He joined us in the discussion yesterday.	1.714
我喜欢约翰，他是我非常要好的朋友。	wǒ xǐhuan Yuēhàn tā shì wǒ fēicháng yàohǎo de péngyou	I like John, a very good friend of mine.	1.727
她和我在学院里是同学。	tā hé wǒ zài xuéyuàn lǐ shì tóngxué	She and I were contemporaries at college.	1.75
是的，肯定的。	shìde kěndìng de	Yes, definitely.	1.75
是的，当然可以。	shìde dāngrán kěyǐ	Yes, certainly.	1.75
我不知道他的动力是什么。	wǒ bù zhīdào tā de dònglì shì shénme	I don’t understand what his motive is.	1.75
我不知道他的意图是什么。	wǒ bù zhīdào tā de yìtú shì shénme	I do not know what his intention is.	1.75
你的约会怎么样？	nǐ de yuēhuì zěnmeyàng	How was your date?	1.75
我姐姐和我都喜欢穿牛仔裤。	wǒ jiějie hé wǒ dōu xǐhuan chuān niúzǎikù	Both my sister and I like to wear jeans.	1.75
我不喜欢我那单调乏味的工作。	wǒ bù xǐhuan wǒ nà dāndiàofáwèi de gōngzuò	I do not like my monotonous work.	1.75
我马上就来。	wǒ mǎshàng jiù lái	I’ll be right with you.	1.75
这是他最不可能做的尝试。	zhè shì tā zuì bùkěnéng zuò de chángshì	This is the last attempt (that) he would make.	1.778
他是我认识的最可憎的人。	tā shì wǒ rènshi de zuì kězēng de rén	He is the most obnoxious man I know.	1.778
你干得很好。	nǐ gàn dehěn hǎo	You did a good job.	1.8
她的眼睛湿润了。	tā de yǎnjing shīrùn le	Her eyes moistened slightly.	1.8
你刚才指的是什么？	nǐ gāngcái zhǐ de shì shénme	What were you alluding to just now?	1.833
他向他的朋友打招呼。	tā xiàng tā de péngyou dǎzhāohu	He saluted his friend.	1.833
他的意见没多少影响。	tā de yìjiàn méi duōshao yǐngxiǎng	His opinion doesn’t carry much weight.	1.833
即使下雨我们也要去。	jíshǐ xiàyǔ wǒmen yě yào qù	We’ll go even if it rains.	1.833
我想介绍我的地理老师给你认识，你现在是国会议员。	wǒ xiǎng jièshào wǒ de dìlǐ lǎoshī gěi nǐ rènshi nǐ xiànzài shì guóhuìyìyuán	I’d like you to meet my geography professor. He’s in the congress.	1.857
我不喜欢读他的文学批评。	wǒ bù xǐhuan dú tā de wénxué pīpíng	I don’t like to read his literary criticism.	1.857
看看你都做了些什么！	kànkan nǐ dōu zuò le xiē shénme	Just look at what you’ve done！	1.857
对不起，我忘了你的名字。	duìbùqǐ wǒ wàngle nǐ de míngzì	I’m sorry; I’ve forgotten your name.	1.857
中国历史上有多少个朝代？	Zhōngguó lìshǐshàng yǒu duōshao gè cháodài	How many dynasties are there in China’s history?	1.857
这是我给你开的药方。	zhè shì wǒ gěi nǐ kāi de yàofāng	Here’s my prescription.	1.875
他是个很难对付的人。	tā shì gè hěn nán duìfu de rén	He was a difficult man to deal with.	1.875
这是本有教育意义的书。	zhè shì běn yǒu jiàoyù yìyì de shū	This is an instructive book.	1.875
我怀疑，不，我肯定他错了。	wǒ huáiyí bù wǒ kěndìng tā cuò le	I suspect, nay, I am certain, that he is wrong.	1.875
我们对我们的新老师很失望。	wǒmen duì wǒmen de xīn lǎoshī hěn shīwàng	We are disappointed in our new teacher.	1.875
你看了关于选举的新闻了吗？	nǐ kàn le guānyú xuǎnjǔ de xīnwén le ma	Have you read the news about the election?	1.889
这是我特意为你生日而做的。	zhè shì wǒ tèyì wéi nǐ shēngrì ér zuò de	I made this specially for your birthday.	1.9
只要你不出卖我，要我做什么我都愿意。	zhǐyào nǐ bù chūmài wǒ yào wǒ zuò shénme wǒ dōu yuànyì	As long as you don’t betray me, I’ll do whatever you ask me to (do).	1.917
我可以向你保证，你儿子在这里会很快乐的。	wǒ kěyǐ xiàng nǐ bǎozhèng nǐ érzi zài zhèlǐ huì hěn kuàilè de	I can assure you that your son will be happy here.	1.923
他走了，把所有没做完的工作都留给了我。	tā zǒu le bǎ suǒyǒu méi zuòwán de gōngzuò dōu liúgěi le wǒ	He was gone and left all the work undone to me.	1.929
