我这里一切都好，不用挂念。	wǒ zhèlǐ yīqiè dōu hǎo bùyòng guàniàn	Everything is fine with me; there is no need for you to be concerned.	4
我想进村林子里去凉快一下	wǒ xiǎng jìn cūn línzi lǐ qù liángkuai yīxià	I’m going into the wood to cool off.	4
她用望远镜向四周看。	tā yòng wàngyuǎnjìng xiàng sìzhōu kàn	She swivelled the telescope (round).	4
那条路是用鹅卵石铺成的。	nà tiáo lù shì yòng éluǎnshí pū chéng de	The road was paved with cobblestones.	4
我毫不在乎他们对我怎么说。	wǒ háo bùzàihu tāmen duì wǒ zěnme shuō	I cared nothing about what they said of me.	4
好。是要豪华型、中型还是小型车？	hǎo shì yào háohuáxíng zhōngxíng háishi xiǎoxíngchē	Ok. Luxury, mid-size or compact?	4
牛奶瓶盖是用锡箔制成的。	niúnǎi píng gài shì yòng xībó zhìchéng de	Milk bottle tops are made of tin foil.	4
我喜欢收集秋天赤褐色的叶子。	wǒ xǐhuan shōují qiūtiān chìhèsè de yèzi	I like to collect russet autumn leaves.	4
我恐怕没有抓住你的论据的思路。	wǒ kǒngpà méiyǒu zhuāzhù nǐ de lùnjù de sīlù	I’m afraid I’ve lost the thread of your argument.	4
开始做饭前，我还得去买些厨房用具。	kāishǐ zuòfàn qián wǒ hái dé qù mǎi xiē chúfáng yòngjù	I have to buy some kitchen utensils before starting cooking.	4
我喜欢在正餐后吃冰淇淋当甜点。	wǒ xǐhuan zài zhèngcān hòu chī bīngqílín dāng tiándiǎn	I like to have ice cream for dessert.	4
我经常到海滩去捉小虾和螃蟹。	wǒ jīngcháng dào hǎitān qù zhuō xiǎo xiā hé pángxiè	I often go to the beach to catch shrimps and crabs.	4
他教导说，战争有正义的和非正义的两种。	tā jiàodǎo shuō zhànzhēng yǒu zhèngyì de hé fēi zhèngyì de liǎng zhǒng	He taught that wars can be just or unjust.	4
在法国，时新的式样都是演员们首创的。	zài Fǎguó shí xīn de shìyàng dōu shì yǎnyuán men shǒuchuàng de	The actors set the fashion in France.	4
律师论辨说这一裁决侵害了他的委托人。	lǜshī lùn biàn shuō zhè yī cáijué qīnhài le tā de wěituōrén	The attorney argue that the decision involve prejudice to his client.	4
我不可能及时赶到会场，除非我赶上了较找的一班火车。	wǒ bùkěnéng jíshí gǎndào huìchǎng chúfēi wǒ gǎnshàng le jiào zhǎo de yī bān huǒchē	I couldn’t have got to the meeting on time -- unless I had caught an earlier train.	4
你也好，我也好，都没错。	nǐ yě hǎo wǒ yě hǎo dōu méicuò	Neither you nor I am wrong.	4
他没穿鞋，看上去矮多了。	tā méi chuān xié kànshangqu ǎi duō le	He seems much shorter without his shoes on.	4
我想我听到有人叫唤。	wǒ xiǎng wǒ tīngdào yǒurén jiàohuan	I think I hear that someone cries out.	4
我很想到国外去读书。	wǒ hěn xiǎngdào guówài qù dúshū	I have a good mind to study abroad.	4
你选哪本书？	nǐ xuǎn nǎ běn shū	Which one of the books is your pick?	4
他是一个肖像画家。	tā shì yī gè xiàoxiàng huàjiā	He is a portrait painter.	4
他有一双套鞋。	xuě shēn liǎng yīngchǐ	He has a pair of overshoes.	4
六除以二得三。	liù chúyǐ èr dé sān	Six divided by two is three.	4
他是一个高大的男孩。	tā shì yī gè gāodà de nánhái	He is a tall boy.	4
他们两人是在同一天来看我的。	tāmen liǎng rén shì zài tóngyī tiān láikàn wǒ de	They came to see me on the self-same day.	4
并不是每个人都喜欢这本书。	tā tài xiǎoqì bù kěn qǐng wǒmen chīfàn	Not everyone likes this book.	4
好久不见了。	hǎojiǔbujiàn le	Haven’t seen you for ages.	4
我能给她捎个口信吗？	wǒ néng gěi tā shāo gè kǒu xìn ma	Shall I take a message for her?	4
那与我无关。	nà yǔ wǒ wúguān	I have nothing to do with it.	4
你想瞧瞧这画吗？－－是的！很想！	nǐ xiǎng qiáo qiáo zhè huà ma shìde hěn xiǎng	Would you like to have a look at the picture? --- Yes, I should very much like to.	4
我想喝一杯冷饮。	wǒ kànchuān le tā de yīnmóu	I want to have a cool drink.	4
他又拿出惯用的借口，说他太忙了。	tā yòu náchū guànyòng de jièkǒu shuō tā tài máng le	He came out with his staple excuse that he was too busy.	4
我可不是闹着玩的。	wǒ kěbushì nào zhe wán de	I mean it.	4
大地在他的脚下震动。	dàdì zài tā de jiǎoxià zhèndòng	The ground quaked under his feet.	4
他是一个不诚实的商人。	tā shì yī gè bùchéngshí de shāngrén	He is a dishonest merchant.	4
我的表慢五分钟。	wǒ de biǎo màn wǔ fēnzhōng	My watch is five minutes slow.	4
他在开会，没空来接电话。	tā zài kāihuì méi kōng lái jiē diànhuà	He is in conference and cannot come to the telephone.	4
羊毛是雪白的。	yángmáo shì xuěbái de	The sheep’s fleece was white as snow.	4
他很少吃早餐。	tā hěn shǎo chī zǎocān	He seldom eats breakfast.	4
你的一个扣子松开了。	nǐ de yī gè kòuzi sōngkāi le	One of your buttons is undone.	4
他拐进了小巷。	tā guǎi jìn le xiǎoxiàng	He turned down the lane.	4
你去过长江三峡吗？	nǐ qù guò chángjiāngsānxiá ma	Have you been to the Yangtse Gorges?	4
谁在敲门？	shéi zài qiāomén	Who is knocking at the door?	4
他不辞而别。	tā bùcí’érbié	He left without notice.	4
她不辞而别。	tā bùcí’érbié	She went off without saying good-bye.	4
他的侄子是一个粗野的年轻人。	tā de zhízi shì yī gè cūyě de niánqīngrén	His nephew is an uncouth young man.	4
试一下不会有什么坏处的。	shì yīxià bùhuì yǒu shénme huàichu de	No harm can come of trying.	4
以前在那里有一个邮局。	yǐqián zài nàli yǒu yī gè yóujú	There used to be a post office there.	4
他就是那个带头的学生。	tā jiùshì nàge dàitóu de xuésheng	He is the student who begins the dance.	4
我不会堕落到去偷钱。	wǒ bùhuì duòluò dào qù tōu qián	I wouldn’t stoop to stealing money.	4
我看不懂他的笔迹。	wǒ kànbudǒng tā de bǐjì	I can’t read his handwriting.	4
他们挣的钱够用了。	tāmen zhèng de qián gòu yòng le	Their earnings are adequate to their needs.	4
你的眼力不错。	nǐ de yǎnlì bùcuò	You’ve made a good choice.	4
这间阁楼是用来存放东西的。	zhè jiān gélóu shì yònglái cúnfàng dōngxi de	The loft is used for storing things.	4
他点燃了雪茄。	tā diǎnrán le xuějiā	He lit up a cigar.	4
这朵花是雄花。	zhè duǒ huā shì xióng huā	This flower is a male flower.	4
我买了一大捆萝卜。	wǒ mǎi le yī dà kǔn luóbo	I bought a large bunch of radishes.	4
他的脸上有饱经苦难的烙印。	tā de liǎn shàng yǒu bǎo jīng kǔnàn de làoyìn	His face bears the stamp of suffering.	4
你去过凯旋门吗？	nǐ qù guò kǎixuánmén ma	Have you been to the Triumphal Arch?	4
有轻轻的敲门声。	yǒu qīngqīng de qiāomén shēng	There is a light rap at the door.	4
他从巴黎给我寄来几张明信片。	tā cóng Bālí gěi wǒ jì lái jǐ zhāng míngxìnpiàn	He sent me some postal cards from Paris.	4
他自称是诗人。	tā zìchēng shì shīrén	He professed himself to be a poet.	4
他选取了最直的路线。	tā xuǎnqǔ le zuì zhí de lùxiàn	He has chosen the most direct route.	4
我在省钱买一台电冰箱。	wǒ zài shěngqián mǎi yī tái diànbīngxiāng	I’m saving up for a refrigerator.	4
这个月，我将作你的译员。	zhège yuè wǒ jiāng zuò nǐ de yìyuán	I will be your interpreter in this month.	4
我头疼得要裂开似的。	wǒ tóuténg děiyào lièkāi shìde	I’ve got a splitting headache.	4
那个疲乏的人渴望能休息一会。	nàge pífá de rén kěwàng néng xiūxi yīhuì	The tired man craved for rest.	4
忧心忡忡的家长们开了一次会。	yōuxīnchōngchōng de jiāzhǎng men kāi le yīcì huì	Concerned parents held a meeting.	4
一瓶花生酱多少钱？	yī píng huāshēngjiàng duōshao qián	How much is a jar of peanut butter?	4
你送花来， 想得真周到。	nǐ sòng huā lái xiǎng dé zhēn zhōudào	It was very thoughtful of you to send flowers.	4
他的讲话赢得了听众的掌声。	tā de jiǎnghuà yíngdé le tīngzhòng de zhǎngshēng	His speech won the applause of the audience.	4
7、9和14的平均数是10。	hé de píngjūnshù shì	The mean of 7,9 and 14 is 10.	4
不需水的，如一冷却系统	bù xū shuǐ de rú yī lěngquè xìtǒng	Not requiring water, as a cooling system.	4
你去过故宫吗？	nǐ xiǎng shuǎ xīnyǎnr ma	Have you been to the Imperial Palace?	4
那是一项不切实际的计画。	nàshi yī xiàng bùqièshíjì de jìhuà	It isn’t a realistic plan.	4
他在法学院读书。	tā zài fǎxuéyuàn dúshū	He is at law college.	4
他是一个拥护者。	tā shì yī gè yōnghùzhě	He is an advocate.	4
这是这一科的权威性课本。	zhè shì zhè yī kē de quánwēixìng kèběn	This is the standard textbook on the subject.	4
他笨手笨脚的漏接了球。	tā bènshǒubènjiǎo de lòu jiē le qiú	He fumbled the ball and then dropped it.	4
我在想像中彷佛听到她在呼唤我。	wǒ zài xiǎngxiàng zhōng fǎng fú tīngdào tā zài hūhuàn wǒ	In my imagination, I thought I heard her calling me.	4
他五官端正。	tā wǔguānduānzhèng	He has very regular features.	4
哦，真不走运。	o zhēn bù zǒuyùn	Oh, that’s tough luck.	4
他还清了债。	tā huánqīng le zhài	The man rid himself of debt.	4
她递给我一绞毛线。	tā dì gěi wǒ yī jiǎo máoxiàn	She passed me a skein of wool.	4
这个手镯是纯金的吗？	zhège shǒuzhuó shì chúnjīn de ma	Is this bracelet genuine gold?	4
你闻到发霉烟草的臭味了吗？	nǐ wéndào fāméi yāncǎo de chòuwèi le ma	Do you smell the reek of stale tobacco?	4
他排队买了一张20便士的地铁车票。	tā páiduì mǎi le yī zhāng biànshì de dìtiě chēpiào	He queued up to by his subway ticket of20 penny.	4
他不远万里来中国度暑假。	tā bù yuǎn wànlǐ lái zhōng guódù shǔjià	He has come over to China for the summer.	4
她在群众中享有很高威信。	tā zài qúnzhòng zhōng xiǎngyǒu hěn gāo wēixìn	She enjoyed high prestige among the masses.	4
这是部动人的影片。	zhè shì bù dòngrén de yǐngpiàn	It is a moving film.	4
他是一个随和的人，但就是喜欢自吹自擂。	tā shì yī gè suíhé de rén dàn jiùshì xǐhuan zìchuīzìléi	He is an agreeable fellow, but likes to blow his own horn.	4
鄙俗的心胸不宽大的	bǐsú de xīnxiōng bù kuāndà de	Lacking liberal culture.	4
请萨姆写那篇社论好了，他能胜任。	qǐng Sà mǔ xiě nà piān shèlùn hǎole tā néng shèngrèn	Get Sam to write that editorial. He haw what it takes.	4
她愁得要命。	tā chóu dé yàomìng	She was frantic with worry.	4
你这个笨家伙！这是你今天打坏的第二个玻璃杯。	nǐ zhège bèn jiāhuo zhè shì nǐ jīntiān dǎ huài de dì’èr gè bōlibēi	You clumsy oaf ---that’s the second glass you’ve broken today.	4
人们叫她泼妇。	rénmen jiào tā pōfù	People called her shrew.	4
狗露出了牙齿。	gǒu lùchū le yáchǐ	The dog bared its teeth.	4
一刹那间，他慈善的假面扔掉，露出了他的真面目。	yī chànà jiān tā císhàn de jiǎmiàn rēngdiào lùchū le tā de zhēnmiànmù	For a moment his mask of benevolence fell and the real man was revealed.	4
橡胶鞋是防水的。	xiàngjiāo xié shì fángshuǐ de	Rubber boots are impervious to water.	4
人的本性难移。	rén de běnxìngnányí	You can’t change human nature.	4
她的围巾被油弄脏了。	tā de wéijīn bèi yóu nòngzāng le	Her kerchief is dirty with oil.	4
他是一位社会主义者。	tā shì yī wèi shèhuìzhǔyìzhě	He is a socialism person.	4
他的行为一直无可质疑。	tā de xíngwéi yīzhí wúkě zhìyí	His conduct has always been above suspicion.	4
在你们姐妹中，我最心疼你。	zài nǐmen jiěmèi zhōng wǒ zuì xīnténg nǐ	Of all your sisters, I love you best.	4
今天上午她买了一个烤面包片的电炉。	jīntiān shàngwǔ tā mǎi le yī gè kǎomiànbāo piàn de diànlú	She buy an electric toaster this morning.	4
这梯子有八级。	zhè tīzi yǒu bā jí	The ladder has eight rungs.	4
这趟列车是开往北京的。	zhè tàng lièchē shì kāiwǎng Běijīng de	The train is bound for Beijing.	4
这列火车上有餐车吗？	zhè liè huǒchē shàng yǒu cānchē ma	Be there a restaurant car on the train?	4
你不能自己去登山。	nǐ bùnéng zìjǐ qù dēngshān	You can’t go mountain climbing by yourself.	4
天气太冷了，他感到寒冷刺骨。	tiānqì tài lěng le tā gǎndào hánlěng cìgǔ	It was so cold that he felt frozen to the marrow.	4
你能闻到煤气漏气吗？	nǐ néng wéndào méiqì lòuqì ma	Can you smell a gas leak?	4
她是小宝贝！	tā shì xiǎo bǎobèi	She’s a little darling！	4
她是电视台的一名主持人。	tā shì diànshìtái de yī míng zhǔchírén	She is an announcer in TV broadcast.	4
他言行一致。	tā yánxíngyīzhì	His behaviour conforms to his words.	4
将军的级别比上尉高。	jiāngjūn de jíbié bǐ shàngwèi gāo	A general ranks a captain.	4
我是一名广播电台的听众。	wǒ shì yī míng guǎngbōdiàntái de tīngzhòng	I am a broadcasting auditor.	4
她抓住我的袖子。	tā zhuāzhù wǒ de xiùzi	She held me by the sleeve.	4
祝愿你来年一切顺利。	zhùyuàn nǐ láinián yīqiè shùnlì	Here’s wishing you all the best in the coming year.	4
老师说他将要从我们中选一个人作他的助手。	lǎoshī shuō tā jiāngyào cóng wǒmen zhòngxuǎn yīgèrén zuò tā de zhùshǒu	The teacher said that he would like to choose an assistant among us.	4
你应该吃胡萝卜、芹菜和菠菜这类的蔬菜。	nǐ yīnggāi chī húluóbo qíncài hé bōcài zhèlèi de shūcài	You should eat such vegetables as carrot, celery and spinach.	4
告密者检举他人的人；告密的人	gàomìzhě jiǎnjǔ tārén de rén gàomì de rén	One who informs against others; an informer.	4
他们免除了他的监禁。	tāmen miǎn chúle tā de jiānjìn	They discharged him from the prison.	4
在那里驻扎大量军队会有一定的危险性。	zài nàli zhùzhā dàliàng jūnduì huì yǒu yīdìng de wēixiǎn xìng	Stationing large forces there would involve a considerable risk.	4
我的想法完全相同。	wǒ de xiǎngfǎ wánquán xiāngtóng	I’m of exactly the same idea.	4
霉和蘑菇都是真菌。	méi hé mógu dōu shì zhēnjūn	Mildew and mushrooms are fungi.	4
进出口的高关税是国际贸易的障碍。	jìnchūkǒu de gāo guānshuì shì guójìmàoyì de zhàng’ài	Heavy duties on imports and exports are a barrier to international trade.	4
他加快了步子。	tā jiākuài le bùzi	He quickened up his pace.	4
她在公开场合讲话会羞怯。	tā zài gōngkāi chǎnghé jiǎnghuà huì xiūqiè	She is bashful about speaking in public.	4
你猜怎么着：他们昨天在街上打起来了。	nǐ cāi zěnmezhāo tāmen zuótiān zài jiēshang dǎ qilai le	Guess what: they fall into fight in the street yesterday.	4
你拿我的毛皮大衣干什么？	nǐ ná wǒ de máopí dàyī gànshénme	What are you doing with my fur coat?	4
我在交通银行存款。	wǒ zài Jiāotōng Yínháng cúnkuǎn	I bank with Bank of Communications.	4
总的来说， 公司对我一直很好。	zǒngdeláishuō gōngsī duì wǒ yīzhí hěn hǎo	By and large, the company’s been pretty good to me.	4
中国是一个发展中国家。	Zhōngguó shì yī gè fāzhǎnzhōngguójiā	China is a developing country.	4
我可不愿和他同甘共苦。	wǒ kě bùyuàn hé tā tónggāngòngkǔ	I would not want to share his lot.	4
他说日落是多麽的辉煌灿烂。	tā shuō rìluò shì duō mó de huīhuáng cànlàn	He said how glorious the sunset was.	4
你是男子汉还是胆小鬼？	nǐ shì nánzǐhàn háishi dǎnxiǎoguǐ	Are you a man or a mouse (ie brave or cowardly)?	4
这次网球赛的优胜者是谁？	zhè cì wǎngqiúsài de yōushèng zhě shì shéi	Who’s the winner of the tennis match?	4
你有什麽要申报纳税的吗？	nǐ yǒu shí mó yào shēnbào nàshuì de ma	Have you anything to declare?	4
你们有空房间吗？	nǐmen yǒukòng fángjiān ma	Do you have a room available?	4
有的人看到色情杂志能激发起性欲。	yǒude rén kàn dào sèqíng zázhì néng jīfā qǐ xìngyù	Some people are sexually excited by pornographic magazines.	4
壁纸是成卷买的。	bìzhǐ shì chéng juǎn mǎi de	Wallpaper is bought in rolls.	4
自由的没有限制或局限的；不受约束的	zìyóu de méiyǒu xiànzhì huò júxiàn de bùshòuyuēshù de	Not limited or restricted; unrestrained.	4
不流血的政变	bù liúxuè de zhèngbiàn	A bloodless coup.	4
腰果和核桃都是坚果。	yāoguǒ hé hétao dōu shì jiānguǒ	Cashew nuts and walnuts are both nuts.	4
他喜欢嚼口香糖。	tā xǐhuan jiáo kǒuxiāngtáng	He likes chewing gum.	4
你想喝杯麦芽威士忌吗？	nǐ xiǎng hē bēi màiyá wēishìjì ma	Would you like a cup of malt whisky?	4
她充其量是个二流歌手。	tā chōngqíliàng shì gè èrliú gēshǒu	She is at best a second-rate singer.	4
他在火灾中伤了左手。	tā zài huǒzāi zhòngshāng le zuǒshǒu	He injured his left hand in a fire.	4
他用细绳来捆扎包裹。	tā yòng xìshéng lái kǔn zhā bāoguǒ	He tied the parcel with twine.	4
那一群说三道四的常客们聚集在小酒店里，议论那对医生夫妇。	nà yī qún shuōsāndàosì de chángkè men jùjí zài xiǎo jiǔdiàn lǐ yìlùn nà duì yīshēng fūfù	The regulars are holding a mother’s meeting down at the pub to discuss the news about the doctor and his wife.	4
你忽略了火车或许迟到的可能性。	nǐ hūlüè le huǒchē huòxǔ chídào de kěnéngxìng	You left out the possibility that the train might be late.	4
有学生向路人散发传单。	yǒu xuésheng xiàng lùrén sànfā chuándān	There were students dishing out leaflets to passers-by.	4
电话响了。	diànhuà xiǎng le	The telephone is ringing.	4
你看我该怎么办？	nǐ kàn wǒ gāi zěnmebàn	What do you think I should do?	4
她是美德的化身。	tā shì měidé de huàshēn	She’s the very incarnation of goodness.	4
他是全队的主力。	tā shì quán duì de zhǔlì	He’s the kingpin of the whole team.	4
他决不允许有异议。	tā juébù yǔnxǔ yǒu yìyì	He will permit no contradiction.	4
他对疯狂英语很着迷。	tā duì fēngkuáng Yīngyǔ hěn zháomí	He is crazy about Crazy English.	4
毫无疑问她是优胜者。	háowúyíwèn tā shì yōushèng zhě	She was the outright winner.	4
他的健康状况时好时坏。	tā de jiànkāngzhuàngkuàng shíhǎoshíhuài	There are fluctuations in the state of his health.	4
在他的带动下，战士们斗志昂扬。	zài tā de dàidòng xià zhànshì men dòuzhì’ángyáng	His example kept the fighters in high spirits.	4
凶杀是最可恶的犯罪。	xiōngshā shì zuì kěwù de fànzuì	Murder is the most abominable crime.	4
这架飞机是适于飞行的。	zhè jià fēijī shì shì yú fēixíng de	The airplane is airworthy.	4
喜悦和惊异交织在一起。	xǐyuè hé jīngyì jiāozhī zàiyīqǐ	Joy mingled with surprises.	4
胸痛可能是心脏病的症状。	xiōng tòng kěnéng shì xīnzàngbìng de zhèngzhuàng	Chest pains may be symptomatic of heart disease.	4
你们公司的机构是怎样的？	nǐmen gōngsī de jīgòu shì zěnyàng de	What’s the set-up (like) in your company?	4
他有时非常仁慈。	tā yǒushí fēicháng réncí	He can be very kind sometimes.	4
终点已经在望。	zhōngdiǎn yǐjīng zài wàng	The destination is in view.	4
这是面凸面镜。	zhè shì miàn tūmiànjìng	This is a convex mirror.	4
他恭恭敬敬地站在老师面前。	tā gōng gōngjìng jìng dì zhàn zài lǎoshī miànqián	He was standing hat in hand before his teacher.	4
我的宝贝儿！	wǒ de bǎobèir	My dearest treasure！	4
老师给小学生布置了假期作业。	lǎoshī gěi xiǎoxuéshēng bùzhì le jiàqī zuòyè	The teacher gave the children holiday tasks.	4
他已经登上事业的顶峰。	tā yǐjīng dēngshàng shìyè de dǐngfēng	He has reached the pinnacle of his career.	4
篱笆附近有一丛玫瑰，长得非常美丽。	líba fùjìn yǒu yī cóng méiguī zhǎngde fēicháng měilì	There is a rosebush near the fence and it is very beautiful.	4
他遵照医生的劝告而行。	tā zūnzhào yīshēng de quàngào ér xíng	He acted on his doctor’s advice.	4
他厌倦了享乐。	tā yànjuàn le xiǎnglè	He was satiated with pleasure.	4
他心地善良。	tā xīndìshànliáng	He has a kind heart.	4
你流鼻涕了！	nǐ liúbítì le	You’ve got a runny nose！	4
我喜欢观看田径比赛。	wǒ xǐhuan guānkàn tiánjìng bǐsài	I like to watch field and track events.	4
我觉得心头沉重。	wǒ juéde xīntóu chénzhòng	I’ve got a lot on my mind.	4
老师们异口同声地称赞他。	lǎoshī men yìkǒutóngshēng dì chēngzàn tā	The teachers praised him with one accord.	4
谢谢您，先生。	xièxie nín xiānsheng	Thank you, sir.	4
他满心欢喜。	tā mǎnxīn huānxǐ	Joy filled his breast.	4
他肌肉发达。	tā jīròufādá	He’s got plenty of beef.	4
他遍体鳞伤。	tā biàntǐlínshāng	He was black and blue all over.	4
琼斯先生是个巧木匠。	Qióngsī xiānsheng shì gè qiǎo mùjiàng	Mr. Jones is a clever carpenter.	4
农舍是用木头建造的。	nóngshè shì yòng mùtou jiànzào de	The farmhouse was built of wood.	4
他是医科毕业生。	tā shì yīkē bìyèshēng	He is a graduate in medicine.	4
星期天对你合适吗？	Xīngqītiān duì nǐ héshì ma	Will Sunday suit you?	4
再见，旅途愉快。	zàijiàn lǚtú yúkuài	Good-bye, and have a nice journey.	4
窝藏罪犯是犯法的。	wōcáng zuìfàn shì fànfǎ de	Harboring criminals is an offence in law.	4
他已领驾驶执照了。	tā yǐ lǐng jiàshǐzhízhào le	He has taken out a driving license.	4
她现在隶属于国防部。	tā xiànzài lì shǔyú Guófángbù	She’s on attachment to the Ministry of Defense.	4
眼炎眼睛的发炎	yǎn yán yǎnjing de fāyán	Inflammation of the eye.	4
那儿怎么样？	nàr zěnmeyàng	What is it like there?	4
他意志坚强。	tā yìzhì jiānqiáng	He has indomitable will.	4
他沉默寡言。	tā chénmòguǎyán	He is scanty with words.	4
今天天气晴朗。	jīntiān tiānqì qínglǎng	It is sunny today.	4
店员要轮流休息。	diànyuán yào lúnliú xiūxi	The shop assistants had to have their days off by turns.	4
不久克里特将接纳收容你，那是养育了我的地方，我们的新房也将安的那里。	bùjiǔ Kèlǐtè jiāng jiēnà shōuróng nǐ nàshi yǎngyù le wǒ de dìfang wǒmen de xīnfáng yě jiāng ān de nàli	So Crete shall presently receive thee, Crete that was mine own foster-mother, where thy bridal chamber shall be.	4
一个新来的人就比他强， 他觉得很窝囊。	yī gè xīn lái de rén jiù bǐ tā qiáng tā juéde hěn wōnang	Being beaten by a newcomer has really taken the wind out of his sails.	4
守口的人一个嘴巴紧闭的人，尤指能保守秘密的人	shǒu kǒu de rén yī gè zuǐba jǐnbì de rén yóuzhǐ néng bǎoshǒu mìmì de rén	A close-mouthed person, especially one who can keep a secret.	4
生活在没有树木的大草原上的人们怎样谋生呢？	shēnghuó zài méiyǒu shùmù de dàcǎoyuán shàng de rénmen zěnyàng móushēng ne	How do people make a living in the steppe?	4
别说了， 要不你把我全搞糊涂了。	bié shuō le yàobù nǐ bǎ wǒ quán gǎo hútu le	Stop talking, or you’ll muddle me (up) completely.	4
吵闹的年青人都已从影院被逐出去了。	chǎonào de niánqīng rén dōu yǐ cóng yǐngyuàn bèi zhú chūqù le	The noisy youths were ejected from the cinema.	4
他那许多妒嫉的言行妨害了他们的婚姻生活。	tā nà xǔduō dùjí de yánxíng fánghài le tāmen de hūnyīn shēnghuó	His many little jealousies harmed their marriage.	4
我问了一位本地人，该走哪条路。	wǒ wèn le yī wèi běndìrén gāi zǒu nǎ tiáo lù	I asked one of the locals which way to go.	4
从这家到那家的路程要用一小时。	cóng zhè jiā dào nà jiāde lùchéng yào yòng yī xiǎoshí	The journey takes about an hour, door to door.	4
在比尔家里，真正当家的是她的老婆。	zài Bǐ’ěr jiālǐ zhēnzhèng dāngjiā de shì tā de lǎopó	It’s Bill’s wife who really rules the roost in that family.	4
他写了一本描写边疆各省的专著。	tā xiě le yī běn miáoxiě biānjiāng gè shěng de zhuānzhù	He wrote a book descriptive of the frontier provinces.	4
我把你划到湖对岸去吧。	wǒ bǎ nǐ huà dào hú duì’àn qù ba	Let me row you over to the other side of the lake.	4
亲爱的，过街到那个商店去买些酱油。	qīn’ài de guò jiē dào nàge shāngdiàn qù mǎi xiē jiàngyóu	My darling, come over the street to that shop to buy some soy.	4
那士兵看见一支枪从矮树丛伸出来。	nà shìbīng kànjiàn yī zhī qiāng cóng ǎi shùcóng shēn chūlái	The soldier saw a gun jutting out from a bush.	4
那位老师看着他所有的学生走进阅览室。	nà wèi lǎoshī kàn zhe tā suǒyǒu de xuésheng zǒujìn yuèlǎnshì	That teacher is looking his all students walk into the reading room.	4
那家航运公司为此而赔了不少钱。	nà jiā hángyùn gōngsī wèicǐ ér péi le bùshǎo qián	The shipping line lost considerably by it.	4
桦树有光滑的皮和细长的枝。	huàshù yǒu guānghuá de pí hé xìcháng de zhī	The birch has smooth bark and slender branches.	4
你去开会之前，咱们能私下说句话吗？	nǐ qù kāihuì zhīqián zánmen néng sīxià shuō jù huà ma	Could we have a word before you go to the meeting?	4
本质的是物体必不可少的组成部分；固有的	běnzhì de shì wùtǐ bìbùkěshǎo de zǔchéngbùfèn gù yǒude	Constituting or being part of the essence of something; inherent.	4
